"exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag","SNR","n_abundance","charge"
436.204267938953,192275.008610492,4.69385,"C16H29N5O9","N5O9","CHNO",16,29,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,435.196991486793,436.20380401496,1.06600919137016,1.07,436,435.717198356504,0.282801643495532,5,0.5625,1.8125,-4,33.4766559663692,30,0.9,34,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous",254.992450851702,0.0179056584782154,1
565.242473898488,191503.242317372,6.6529,"C32H36O9","O9","CHO",32,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,564.235197446328,565.24320920126,-1.30318486822435,1.3,565,564.611319102492,0.388680897508266,15,0.28125,1.125,6,43.4027640576231,41,0.9,66,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous",253.968945093,0.0178337875482933,1
329.138774330896,191270.106540473,5.78358333333333,"C19H20O5","O5","CHO",19,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328.131497878736,329.13835020166,1.29255874312592,1.29,329,328.771255035089,0.228744964910618,10,0.263157894736842,1.05263157894737,5,25.2408518268846,24,1,40,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous",253.659763657709,0.0178120767205036,1
331.191041421785,190971.389521287,8.60051666666667,"C20H26O4","O4","CHO",20,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330.183764969625,331.19038577076,1.98571551443607,1.99,331,330.82123054621,0.178769453790153,8,0.2,1.3,4,25.3987007168154,24,0.9,42,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous",253.263609288071,0.0177842586230513,1
341.137928220551,190083.57974319,5.79241666666667,"C20H20O5","O5","CHO",20,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,340.130651768391,341.13835020166,-1.24064416714695,1.24,341,340.757010562315,0.242989437684969,11,0.25,1,6,26.1639287499615,25,1,42,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous",252.086208268338,0.0177015811144395,1
221.190441898429,188643.62911948,6.93506666666667,"C15H24O","O","CHO",15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220.183165446269,221.18999184006,2.04401807213809,2.04,221,220.943458674982,0.0565413250180598,4,0.0666666666666667,1.6,3,16.9371319529154,16,0.9,32,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous",250.176565713652,0.0175674853508768,1
394.186103546068,188332.685791958,4.23273333333333,"C20H27NO7","NO7","CHNO",20,27,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,393.178827093908,394.18602867696,0.190419989045034,0.19,394,393.745951821353,0.254048178646656,8,0.35,1.35,1,30.2445194019077,28,0.9,42,0.6,395.189277832382,29451.4422160573,3.33696666666667,0,0,0,0,0,0,"Unambiguous",249.764196983395,0.0175385286753893,1
324.143742226756,187866.354952224,7.34326666666667,"C16H21NO6","NO6","CHNO",16,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,323.136465774596,324.14416386326,-1.30482489121486,1.3,324,323.78180042842,0.218199571579873,7,0.375,1.3125,1,24.8566836470077,23,0.9,34,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous",249.145755488628,0.0174951014987922,1
574.26087420338,187847.572143809,5.04653333333333,"C25H39N3O12","N3O12","CHNO",25,39,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,573.25359775122,574.26065018606,0.390782231187079,0.39,574,573.619649381036,0.380350618963917,8,0.48,1.56,-4,44.0964133641462,40,0.9,52,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous",249.1208459885,0.0174933523450402,1
159.080613950344,186022.239971714,4.35618333333333,"C11H10O","O","CHO",11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158.073337498184,159.08044139346,1.09162548931285,1.09,159,158.902983115647,0.0970168843527404,7,0.0909090909090909,0.909090909090909,6,12.1594742262538,12,1,24,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous",246.700115767008,0.0173233678279725,1
277.141958968134,184901.148395345,7.45788333333333,"C10H21N4O3P","N4O3P","CHNOP",10,21,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276.134682515974,277.14240350856,-1.60986813404743,1.61,277,276.832499780879,0.167500219121166,3,0.3,2.1,0,21.2411636197231,18,0.8,22,1,0,0,0,0,0,0,0,0,0,"Unambiguous",245.213339660465,0.017218965893294,1
269.214751786526,184462.543934482,8.58288333333333,"C15H29N2P","N2P",NA,15,29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268.207475334366,269.21411188206,2.3858561936046,2.39,269,268.914144189629,0.0858558103714699,3,0,1.93333333333333,3,20.6312950330692,18,0.9,32,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous",244.631668504977,0.0171781207426944,1
429.226501992767,184268.579202133,6.97033333333333,"C19H33N4O5P","N4O5P","CHNOP",19,33,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428.219225540607,429.22613313596,0.861373767048979,0.86,429,428.747223846111,0.252776153889101,6,0.263157894736842,1.73684210526316,1,32.9399120526,29,0.9,40,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous",244.374435165928,0.0171600577282685,1
317.100632307064,184063.064648258,3.15183333333333,"C11H17N4O5P","N4O5P","CHNOP",11,17,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.093355854904,317.10093262556,-0.950094301559378,0.95,317,316.746554908184,0.253445091815649,6,0.454545454545455,1.54545454545455,1,24.3148966287231,21,0.9,24,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous",244.10188461369,0.0171409191338117,1
357.173931157523,183693.245007501,6.18298333333333,"C18H30O3P2","O3P2","CHOP",18,30,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,356.166654705363,357.17429425606,-1.01946246971013,1.02,357,356.775107555148,0.224892444851662,5,0.166666666666667,1.66666666666667,2,27.3974629079923,23,0.8,38,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous",243.611434933042,0.0171064795868639,1
217.122656063446,182184.228675077,4.62331666666667,"C14H16O2","O2","CHO",14,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216.115379611286,217.12230620716,1.61884029973784,1.62,217,216.880214966002,0.119785033998255,7,0.142857142857143,1.14285714285714,5,16.6242330580769,16,1,30,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous",241.610198392938,0.0169659520618272,1
213.127852861947,181796.209165692,5.71305,"C15H16O","O","CHO",15,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.120576409787,213.12739158486,2.17459849666273,2.17,213,212.889872397445,0.110127602554883,8,0.0666666666666667,1.06666666666667,7,16.3169319332846,16,1,32,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous",241.095612298826,0.0169298176475414,1
429.225316904443,180980.590651098,6.07456666666667,"C18H37O9P","O9P","CHOP",18,37,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428.218040452283,429.22479572316,1.2170932409629,1.22,429,428.746040081066,0.253959918933674,1,0.5,2.05555555555556,-8,32.9398091746923,28,0.9,38,1,0,0,0,0,0,0,0,0,0,"Unambiguous",240.013950331941,0.0168538629684785,1
507.237342892243,180037.173580469,7.21101666666667,"C30H34O7","O7","CHO",30,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.230066440083,507.23772989286,-0.764475764440542,0.76,507,506.670957143722,0.32904285627842,14,0.233333333333333,1.13333333333333,7,38.9408041108231,37,1,62,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous",238.762803691754,0.0167660070167806,1
