"abundance","exp_mass","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag"
10170.1617604795,291.102358530705,8.15085,"C19H16O3","O3","CHO",19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.109634982865,291.10266792514,-1.05917230371177,1.06,291,290.777311036582,0.222688963418079,12,0.157894736842105,0.842105263157895,9,22.4699957213308,22,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
8910.44557590744,291.102370227429,8.51235,"C19H16O3","O3","CHO",19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.109646679589,291.10266792514,-1.01913002322626,1.02,291,290.777322720245,0.222677279754748,12,0.157894736842105,0.842105263157895,9,22.4699957213308,22,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
18446.7540742639,291.102481451991,6.88215,"C19H16O3","O3","CHO",19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.109757904151,291.10266792514,-0.638366723212945,0.64,291,290.777433820613,0.222566179387059,12,0.157894736842105,0.842105263157895,9,22.4699957213308,22,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
14372.5433864249,291.102625356545,7.9807,"C19H16O3","O3","CHO",19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.109901808705,291.10266792514,-0.145728011076338,0.15,291,290.777577564482,0.222422435518183,12,0.157894736842105,0.842105263157895,9,22.4699957213308,22,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
40219.3300558097,291.102625670425,9.16123333333333,"C19H16O3","O3","CHO",19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.109902122585,291.10266792514,-0.144653483714927,0.14,291,290.777577878011,0.222422121988643,12,0.157894736842105,0.842105263157895,9,22.4699957213308,22,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
27731.7420491945,291.123218026832,4.44435,"C16H20O5","O5","CHO",16,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.130494478992,291.12379729734,-1.98291694622863,1.98,291,290.798147240809,0.201852759190785,7,0.3125,1.25,2,22.4716210576538,21,0.9,34,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
6798.22397746263,291.233761552579,9.07045,"C19H32O2","O2","CHO",19,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.241038004739,291.23295381324,2.76394904873785,2.76,291,290.908567332668,0.0914326673321852,4,0.105263157894737,1.68421052631579,2,22.4800177127231,21,0.9,40,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
12757.9670344397,291.268758483847,5.81885,"C20H36O","O","CHO",20,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.276034936007,291.26933931854,-1.98728128035836,1.99,291,290.94352518605,0.056474813950274,3,0.05,1.8,2,22.4828165977462,21,0.9,42,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous"
14365.6167553693,293.103038542359,4.72911666666667,"C15H18O6","O6","CHO",15,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.110314994519,293.10306185584,-0.0792678114503966,0.08,293,292.775757071062,0.224242928938281,7,0.4,1.2,1,22.6238721775385,21,0.9,32,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
132351.864851702,293.140173562139,4.89663333333333,"C16H22O5","O5","CHO",16,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.147450014299,293.13944736114,2.4688332295994,2.47,293,292.812850625547,0.187149374453156,6,0.3125,1.375,1,22.6266710625615,21,0.9,34,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
72542.9272160674,293.247769628612,12.2805166666667,"C19H34O2","O2","CHO",19,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.255046080772,293.24860387704,-2.83512020994061,2.84,293,292.920326549291,0.0796734507092083,3,0.105263157894737,1.78947368421053,1,22.6350677176308,21,0.9,40,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
7752.86833645703,295.09690432951,8.27428333333333,"C18H16O4","O4","CHO",18,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296.10418078167,295.09758254744,-2.2904706316445,2.29,295,294.767396489862,0.232603510137608,11,0.222222222222222,0.888888888888889,7,22.7772968461231,22,1,38,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
8160.34443020066,295.191940301701,9.03518333333333,"C17H28O4","O4","CHO",17,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296.199216753861,295.19148293024,1.54413460641247,1.54,295,294.862326344038,0.137673655962203,4,0.235294117647059,1.64705882352941,0,22.7845199524923,21,0.9,36,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
53225.8857509451,297.112370011513,6.87335,"C18H18O4","O4","CHO",18,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298.119646463673,297.11323261124,-2.89346823404039,2.89,297,296.78061168488,0.219388315120455,10,0.222222222222222,1,6,22.9323468510308,22,1,38,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
90425.0898661598,297.133505410936,3.25763333333333,"C15H22O6","O6","CHO",15,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298.140781863096,297.13436198344,-2.87304708417602,2.87,297,296.801723484327,0.198276515673285,5,0.4,1.46666666666667,-1,22.9339721873538,21,0.9,32,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
10738226.0666046,297.149586359527,8.20375,"C19H22O3","O3","CHO",19,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298.156862811687,297.14961811654,-0.106511091864822,0.11,297,296.817786476787,0.182213523213136,9,0.157894736842105,1.15789473684211,6,22.9351457360538,22,1,40,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
8225.95778094635,425.109449469799,4.50606666666667,"C19H22O11","O11","CHO",19,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426.116725921959,425.10893509494,1.20712196391339,1.21,425,424.63476846077,0.365231539230365,9,0.578947368421053,1.15789473684211,-2,32.7781701190077,30,0.9,40,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
6164.92843800478,299.062706386199,11.4553333333333,"C9H16O11","O11","CHO",9,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.069982838359,299.06198490354,2.40438131210361,2.4,299,298.728770296546,0.271229703453912,2,1.22222222222222,1.77777777777778,-9,23.0822508735154,20,0.9,20,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
16660.4578347747,299.093280594141,4.96718333333333,"C17H16O5","O5","CHO",17,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.100557046301,299.09249716974,2.61053964279014,2.61,299,298.759310365054,0.240689634945682,10,0.294117647058824,0.941176470588235,5,23.0845979709154,22,1,36,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
159759.022589795,299.165300595732,9.03518333333333,"C19H24O3","O3","CHO",19,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.172577047892,299.16526818034,0.107989185194926,0.11,299,298.831249948468,0.168750051531845,8,0.157894736842105,1.26315789473684,5,23.0901957409615,22,1,40,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
53712.1281634787,299.201404510852,8.96463333333333,"C20H28O2","O2","CHO",20,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.208680963012,299.20165368564,-0.830005272320885,0.83,299,298.867313549634,0.132686450366009,7,0.1,1.4,5,23.0929946259846,22,1,42,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
257825.206733596,299.201951690716,8.336,"C20H28O2","O2","CHO",20,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.209228142876,299.20165368564,0.992657946705013,0.99,299,298.867860118512,0.132139881487944,7,0.1,1.4,5,23.0929946259846,22,1,42,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
56570.1570520644,299.237767358108,9.46101666666667,"C21H32O","O","CHO",21,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.245043810268,299.23803919094,-0.905369922249123,0.91,299,298.90363579381,0.0963642061901169,6,0.0476190476190476,1.52380952380952,5,23.0957935110077,22,1,44,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
14013.2219994855,301.034623587795,5.15496666666667,"C15H10O7","O7","CHO",15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.041900039955,301.03537622294,-2.49182363399701,2.49,301,300.698485637779,0.301514362221496,11,0.466666666666667,0.666666666666667,4,23.2340502057769,22,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
34292.8917816829,301.034933539065,5.2784,"C15H10O7","O7","CHO",15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.042209991225,301.03537622294,-1.46563579646914,1.47,301,300.698795242954,0.301204757045923,11,0.466666666666667,0.666666666666667,4,23.2340502057769,22,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
8306.05146844778,301.035007261039,4.71148333333333,"C15H10O7","O7","CHO",15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.042283713199,301.03537622294,-1.2215571158604,1.22,301,300.69886888261,0.301131117390469,11,0.466666666666667,0.666666666666667,4,23.2340502057769,22,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
135275.250042019,301.035126796355,3.57765,"C15H10O7","O7","CHO",15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.042403248515,301.03537622294,-0.825799895418544,0.83,301,300.698988284451,0.301011715548725,11,0.466666666666667,0.666666666666667,4,23.2340502057769,22,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
12780.3760098781,301.03526024004,4.20628333333333,"C15H10O7","O7","CHO",15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.0425366922,301.03537622294,-0.383995252070131,0.38,301,300.699121579132,0.300878420868116,11,0.466666666666667,0.666666666666667,4,23.2340502057769,22,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
90849.3772256329,301.035312888115,3.29288333333333,"C15H10O7","O7","CHO",15,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.042589340275,301.03537622294,-0.209688392323921,0.21,301,300.69917416842,0.300825831580426,11,0.466666666666667,0.666666666666667,4,23.2340502057769,22,0.9,32,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
214580.178160273,301.070895988288,6.70581666666667,"C16H14O6","O6","CHO",16,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.078172440448,301.07176172824,-2.86594673499476,2.87,301,300.734717536185,0.26528246381497,10,0.375,0.875,4,23.2368490908,22,0.9,34,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
915274.007456806,301.071239283931,5.64251666666667,"C16H14O6","O6","CHO",16,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.078515736091,301.07176172824,-1.72949839792399,1.73,301,300.735060448501,0.264939551498969,10,0.375,0.875,4,23.2368490908,22,0.9,34,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
8005.03810611689,301.107836780142,5.98638333333333,"C17H18O5","O5","CHO",17,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.115113232302,301.10814723354,-1.02759969415825,1.03,301,300.771617079621,0.228382920379147,9,0.294117647058824,1.05882352941176,4,23.2396479758231,22,0.9,36,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
14116.628732131,301.180173234787,8.44181666666667,"C19H26O3","O3","CHO",19,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.187449686947,301.18091824414,-2.4653881350229,2.47,301,300.843872762734,0.15612723726565,7,0.157894736842105,1.36842105263158,4,23.2452457458692,22,0.9,40,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
95106.123049127,301.216669263673,8.27428333333333,"C20H30O2","O2","CHO",20,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.223945715833,301.21730374944,-2.09938946273777,2.1,301,300.880328039828,0.119671960171559,6,0.1,1.5,4,23.2480446308923,22,0.9,42,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
953325.738957351,301.217210768775,8.96463333333333,"C20H30O2","O2","CHO",20,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.224487220935,301.21730374944,-0.307654306570912,0.31,301,300.880868940281,0.119131059718995,6,0.1,1.5,4,23.2480446308923,22,0.9,42,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
111315.227336764,301.238441475196,6.22706666666667,"C17H34O4","O4","CHO",17,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.245717927356,301.23843312164,0.0276382939057512,0.03,301,300.902075940306,0.0979240596944351,1,0.235294117647059,2,-3,23.2496699672154,21,0.9,36,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous"
17602.2101685201,303.050313070228,6.35933333333333,"C15H12O7","O7","CHO",15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.057589522388,303.05102628674,-2.34566258687138,2.35,303,302.711924383328,0.288075616671961,10,0.466666666666667,0.8,3,23.3891002106846,22,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
16903.2393767806,303.050317651072,5.9952,"C15H12O7","O7","CHO",15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.057594103232,303.05102628674,-2.33059683998561,2.33,303,302.711928959057,0.288071040942953,10,0.466666666666667,0.8,3,23.3891002106846,22,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
757820.941920135,303.050375100879,5.13733333333333,"C15H12O7","O7","CHO",15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.057651553039,303.05102628674,-2.14165260325555,2.14,303,302.711986344715,0.288013655284885,10,0.466666666666667,0.8,3,23.3891002106846,22,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
327501.458038229,303.050746536342,4.55015,"C15H12O7","O7","CHO",15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.058022988502,303.05102628674,-0.920055965872144,0.92,303,302.71235736543,0.287642634570091,10,0.466666666666667,0.8,3,23.3891002106846,22,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
7180.70561894174,303.086601418365,0.811166666666667,"C16H16O6","O6","CHO",16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.093877870525,303.08741179204,-2.6648799399359,2.66,303,302.748172211571,0.25182778842867,9,0.375,1,3,23.3918990957077,22,0.9,34,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
252166.909228978,303.123233325173,5.9423,"C17H20O5","O5","CHO",17,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.130509777333,303.12379729734,-1.85437550289805,1.85,303,302.784763214865,0.215236785135062,8,0.294117647058824,1.17647058823529,3,23.3946979807308,22,0.9,36,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
184222.748518623,303.12341489035,6.20943333333333,"C17H20O5","O5","CHO",17,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.13069134251,303.12379729734,-1.25737717665162,1.26,303,302.784944577305,0.2150554226954,8,0.294117647058824,1.17647058823529,3,23.3946979807308,22,0.9,36,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
35174.1215537452,303.123843799475,5.35775,"C17H20O5","O5","CHO",17,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.131120251635,303.12379729734,0.152901600456483,0.15,303,302.785373007506,0.214626992494118,8,0.294117647058824,1.17647058823529,3,23.3946979807308,22,0.9,36,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
29632.0460432212,303.159388608095,5.58961666666667,"C18H24O4","O4","CHO",18,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.166665060255,303.16018280264,-2.61105057267524,2.61,303,302.820878126475,0.179121873524934,7,0.222222222222222,1.33333333333333,3,23.3974968657538,22,0.9,38,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
83332.1440688274,303.15941097044,6.63526666666667,"C18H24O4","O4","CHO",18,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.1666874226,303.16018280264,-2.53753034748909,2.54,303,302.82090046385,0.179099536149977,7,0.222222222222222,1.33333333333333,3,23.3974968657538,22,0.9,38,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
112321.610605055,303.196633520185,8.62076666666667,"C19H28O3","O3","CHO",19,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.203909972345,303.19656830794,0.214370173740491,0.21,303,302.858081450563,0.141918549436525,6,0.157894736842105,1.47368421052632,3,23.4002957507769,22,0.9,40,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
33878.4367512823,303.232285161096,11.7400833333333,"C20H32O2","O2","CHO",20,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.239561613256,303.23295381324,-2.19778171004603,2.2,303,302.893693282534,0.106306717466282,5,0.1,1.6,3,23.4030946358,22,0.9,42,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
168361.391452317,303.232566089719,8.58288333333333,"C20H32O2","O2","CHO",20,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.239842541879,303.23295381324,-1.27440087316528,1.27,303,302.893973897469,0.106026102530677,5,0.1,1.6,3,23.4030946358,22,0.9,42,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
64782.30990735,303.232599831437,10.7209,"C20H32O2","O2","CHO",20,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.239876283597,303.23295381324,-1.16349574974669,1.16,303,302.894007601511,0.105992398488979,5,0.1,1.6,3,23.4030946358,22,0.9,42,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
165354.9647483,305.066484379132,4.20628333333333,"C15H14O7","O7","CHO",15,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.073760831292,305.06667635054,-0.627206355214145,0.63,305,304.725844417337,0.27415558266307,9,0.466666666666667,0.933333333333333,2,23.5441502155923,22,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
5760.36659775211,305.067407674075,3.82453333333333,"C15H14O7","O7","CHO",15,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.074684126235,305.06667635054,2.38936303119281,2.39,305,304.72676668132,0.273233318679502,9,0.466666666666667,0.933333333333333,2,23.5441502155923,22,0.9,32,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
19390.3393134021,305.211495131462,7.5637,"C19H30O3","O3","CHO",19,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.218771583622,305.21221837174,-2.36184174548641,2.36,305,304.870693249365,0.129306750634612,5,0.157894736842105,1.57894736842105,2,23.5553457556846,22,0.9,40,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
75094.5522805511,305.21159279634,7.39616666666667,"C19H30O3","O3","CHO",19,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.2188692485,305.21221837174,-2.04290284756315,2.04,305,304.87079080519,0.129209194810073,5,0.157894736842105,1.57894736842105,2,23.5553457556846,22,0.9,40,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
162806.292179687,305.248932815177,9.6109,"C20H34O2","O2","CHO",20,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.256209267337,305.24860387704,1.07406193583838,1.07,305,304.908089129828,0.0919108701717164,4,0.1,1.7,2,23.5581446407077,22,0.9,42,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
299016.501190344,305.249004492341,9.43456666666667,"C20H34O2","O2","CHO",20,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.256280944501,305.24860387704,1.30810476683108,1.31,305,304.908160726957,0.0918392730430924,4,0.1,1.7,2,23.5581446407077,22,0.9,42,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
7235.58815687958,307.09718915107,6.2447,"C19H16O4","O4","CHO",19,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.10446560323,307.09758254744,-1.27682787465042,1.28,307,306.754281686185,0.245718313814962,12,0.210526315789474,0.842105263157895,8,23.7003737692,23,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
17522.623559081,307.097848249426,5.19905,"C19H16O4","O4","CHO",19,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.105124701586,307.09758254744,0.862374445441245,0.86,307,306.754940048586,0.245059951414021,12,0.210526315789474,0.842105263157895,8,23.7003737692,23,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
6470.87357580072,307.098338861382,6.74108333333333,"C19H16O4","O4","CHO",19,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.105615313542,307.09758254744,2.45472300545466,2.45,307,306.75543011272,0.244569887279738,12,0.210526315789474,0.842105263157895,8,23.7003737692,23,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
5966.32045959754,307.11904420514,4.84373333333333,"C16H20O6","O6","CHO",16,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.1263206573,307.11871191964,1.07840673688317,1.08,307,306.776112336706,0.22388766329351,7,0.375,1.25,1,23.7019991055231,22,0.9,34,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
9066.2131860298,307.139180260678,6.89098333333333,"C13H24O8","O8","CHO",13,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.146456712838,307.13984129184,-2.14518501704719,2.15,307,306.796225908145,0.203774091855053,2,0.615384615384615,1.84615384615385,-6,23.7036244418462,21,0.9,28,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous"
4841.18380260158,441.263399081949,9.18768333333333,"C27H38O5","O5","CHO",27,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,442.270675534109,441.26464787154,-2.82358668586925,2.82,441,440.77068042847,0.229319571530027,9,0.185185185185185,1.40740740740741,4,34.0209172556692,32,0.9,56,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
123767.905361418,309.112363972454,7.10521666666667,"C19H18O4","O4","CHO",19,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.119640424614,309.11323261124,-2.80097959880027,2.8,309,308.767206345361,0.232793654639238,11,0.210526315789474,0.947368421052632,7,23.8554237741077,23,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
11933.5676213174,309.112675817642,9.08808333333333,"C19H18O4","O4","CHO",19,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.119952269802,309.11323261124,-1.79541365818143,1.8,309,308.76751784234,0.232482157660343,11,0.210526315789474,0.947368421052632,7,23.8554237741077,23,1,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
64497.972316,309.119976741481,4.51488333333333,"C12H22O9","O9","CHO",12,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.127253193641,309.11910585034,2.80817352243977,2.81,309,308.774810613902,0.225189386098123,2,0.75,1.83333333333333,-7,23.8558755617308,21,0.9,26,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
31803.1216360012,309.149560238194,7.75146666666667,"C20H22O3","O3","CHO",20,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.156836690354,309.14961811654,-0.186609931199823,0.19,309,308.804361077418,0.19563892258185,10,0.15,1.1,7,23.8582226591308,23,1,42,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
18719.5248520721,309.206726961804,9.35521666666667,"C18H30O4","O4","CHO",18,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.214003413964,309.20713299404,-1.30887784397012,1.31,309,308.861463968154,0.138536031846115,4,0.222222222222222,1.66666666666667,0,23.8626468804769,22,0.9,38,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
38677.5875780027,309.242853816157,9.71051666666667,"C19H34O3","O3","CHO",19,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.250130268317,309.24351849934,-2.14241064920456,2.14,309,308.897550482939,0.102449517061473,3,0.157894736842105,1.78947368421053,0,23.8654457655,22,0.9,40,0.8,0,0,0,0,0,0,0,0,0,"Unambiguous"
21796.2152631634,309.279099698395,11.5346833333333,"C20H38O2","O2","CHO",20,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.286376150555,309.27990400464,-2.59214166923441,2.59,309,308.933755892701,0.0662441072993829,2,0.1,1.9,0,23.8682446505231,22,0.9,42,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous"
5762.76921496049,309.279101905763,5.37538333333333,"C20H38O2","O2","CHO",20,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.286378357923,309.27990400464,-2.58502768066513,2.59,309,308.933758097604,0.0662419023960865,2,0.1,1.9,0,23.8682446505231,22,0.9,42,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous"
4833.25251590477,309.279426106284,6.4475,"C20H38O2","O2","CHO",20,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.286702558444,309.27990400464,-1.54018316626334,1.54,309,308.93408193612,0.0659180638803036,2,0.1,1.9,0,23.8682446505231,22,0.9,42,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous"
14064.7107486587,311.056966921757,5.3842,"C17H12O6","O6","CHO",17,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.064243373917,311.05611166444,2.74064502802701,2.74,311,310.709637933638,0.290362066361695,12,0.352941176470588,0.705882352941177,6,24.0048760089692,23,1,36,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
13216.7684144943,311.061500185566,4.69385,"C10H16O11","O11","CHO",10,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.068776637726,311.06198490354,-1.55324085665905,1.55,311,310.714166135564,0.285833864435574,3,1.1,1.6,-8,24.0053277965923,21,0.9,22,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
57515.1691152549,311.114512897796,3.3546,"C15H20O7","O7","CHO",15,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.121789349956,311.11362654194,2.83977564600146,2.84,311,310.767119653326,0.232880346673653,6,0.466666666666667,1.33333333333333,-1,24.0093002303154,22,0.9,32,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
