"exp_mass","abundance","RT","SNR","n_abundance","tag"
141.983265231751,224599.317872963,9.07926666666667,297.860501673759,0.0209158678984657,"Unassigned"
142.077358963915,5333.23711913193,6.7499,7.07286513108763,0.000496659046480504,"Unassigned"
146.060907118198,6821.66513227422,2.15913333333333,9.04679772758199,0.000635269279112059,"Unassigned"
146.98036719614,5664.25862808356,13.49365,7.51186126720638,0.000527485507657466,"Unassigned"
147.044565123929,10751.9639352485,3.89506666666667,14.2591055131464,0.00100127934246855,"Unassigned"
147.931170878889,247991.75417417,9.77223333333333,328.883226399886,0.0230942944054245,"Unassigned"
147.931296768092,5743.97366199452,4.43551666666667,7.61757824006508,0.00053490899021562,"Unassigned"
149.023923532157,81131.6673775835,9.21415,107.595692522914,0.00755540690560607,"Unassigned"
149.931173960683,5527.6178846382,4.43551666666667,7.33065020754176,0.000514760804098625,"Unassigned"
151.03725684029,13357.4844206908,1.89201666666667,17.7145106598087,0.0012439190922076,"Unassigned"
153.058977199351,23266.5287237951,4.44435,30.8557478424594,0.00216670133218307,"Unassigned"
153.060513743448,39380.202917555,3.43396666666667,52.2254791694065,0.00366729128938956,"Unassigned"
153.06179499823,28670.9158533052,3.66581666666667,38.0229711309361,0.00266998624125361,"Unassigned"
153.070684369124,7445.82299796316,8.29191666666667,9.87454723616636,0.000693394137148903,"Unassigned"
154.990214882212,10937.442550799,6.5533,14.5050846817424,0.00101855208513573,"Unassigned"
155.034373168025,14967.4503652531,3.59528333333333,19.8496251760346,0.00139384757523416,"Unassigned"
155.03438369373,16701.3293033441,1.21935,22.1490713864344,0.00155531548691124,"Unassigned"
155.118553076927,38909.7853845412,4.55015,51.6016179586664,0.00362348353845417,"Unassigned"
156.042747767718,6104.82619471762,2.05333333333333,8.0961358663529,0.000568513472975146,"Unassigned"
157.065340563661,4744.76633797781,4.51488333333333,6.29244333927232,0.000441857557155909,"Unassigned"
158.003584524679,52223.3372371115,1.69806666666667,69.2578658556845,0.00486331139921926,"Unassigned"
158.154421485756,22570.5809250379,6.42103333333333,29.9327915198858,0.0021018910185949,"Unassigned"
161.060256520021,84283.2348775166,3.754,111.775257650176,0.00784889742074193,"Unassigned"
161.06028760859,8002.86544788893,9.99266666666667,10.6132892108072,0.000745268855232754,"Unassigned"
161.060305975422,29812.4956082194,3.41633333333333,39.5369183758323,0.002776296142706,"Unassigned"
162.113076923163,7873.28302458881,1.09591666666667,10.4414387974676,0.000733201459510558,"Unassigned"
162.11319252477,27929.1323112477,2.07096666666667,37.0392280810326,0.00260090746255623,"Unassigned"
163.075909246334,19290.1325419303,8.58288333333333,25.5823063520725,0.00179639843883728,"Unassigned"
163.123821657218,8376.62881739342,2.42363333333333,11.1089690098476,0.000780075662910875,"Unassigned"
163.169970629169,4527.27381512742,3.22236666666667,6.00400777063382,0.000421603511329216,"Unassigned"
165.055229214792,398043.397565158,4.36498333333333,527.87963565297,0.0370678913906511,"Unassigned"
165.056873166059,113201.914497923,4.70265,150.126809654217,0.0105419567250475,"Unassigned"
165.185928463737,11217.5276822842,4.36498333333333,14.8765297002118,0.00104463508336542,"Unassigned"
166.075824002653,41065.6576016656,4.64093333333333,54.4607058054978,0.00382424968025007,"Unassigned"
166.076213729336,27734.4375508056,4.91426666666667,36.7810265888476,0.00258277646408083,"Unassigned"
166.087020088766,14034.7224150206,1.14881666666667,18.6126542991305,0.00130698705055837,"Unassigned"
166.13487763495,10640.583019538,5.34011666666667,14.111393686839,0.000990906966713034,"Unassigned"
167.070964133408,42684.2510000385,4.13575,56.6072619313622,0.00397498159708004,"Unassigned"
167.071255235577,11528.3208220073,3.81571666666667,15.2886992534918,0.00107357777257641,"Unassigned"
167.07163730855,77022.5364125053,7.42263333333333,102.146220003173,0.00717274305222926,"Unassigned"
167.107174717738,5001.17572418216,3.33696666666667,6.63248991257441,0.000465735745658735,"Unassigned"
167.143585832921,5089.68546569125,6.06573333333333,6.74987030472602,0.000473978237571282,"Unassigned"
167.143652094922,8174.08751277114,7.51078333333333,10.8403615395499,0.000761213953037568,"Unassigned"
167.153597679116,13713.0964226591,10.1628,18.1861183668606,0.00127703554922411,"Unassigned"
168.092168150268,9272.85610644754,6.7499,12.2975332159169,0.000863537054345103,"Unassigned"
168.093052011963,32798.7562928696,7.93663333333333,43.4972558963658,0.00305439241914195,"Unassigned"
169.050059549047,52469.3651959007,1.31633333333333,69.5841447238695,0.00488622281468613,"Unassigned"
169.101980254719,51168.7648316177,5.31366666666667,67.8593065513799,0.00476510407903874,"Unassigned"
169.102230747488,14849.1699575097,4.99363333333333,19.692763339043,0.00138283268254986,"Unassigned"
169.102429383597,15488.2689727293,5.95111666666667,20.5403275930012,0.00144234893889011,"Unassigned"
169.103080162179,20337.6074756483,5.71305,26.9714530877024,0.00189394480517572,"Unassigned"
169.121617141985,12660.9264866895,5.11086666666667,16.7907451843329,0.00117905195962156,"Unassigned"
169.12179580561,4957.16831634634,5.48118333333333,6.57412789839077,0.000461637544748933,"Unassigned"
169.132314316027,125105.823762567,4.43551666666667,165.913609093435,0.011650511265696,"Unassigned"
171.02934196859,8269.31490984071,1.21935,10.9666507933769,0.000770082028311725,"Unassigned"
171.081301199984,83123.3393024047,3.57765,110.237020218452,0.00774088185393252,"Unassigned"
171.141234626326,455903.043383141,10.2157166666667,604.612295810728,0.0424560854423599,"Unassigned"
173.060565109768,8201.54966362521,4.38261666666667,10.8767814632964,0.000763771372734614,"Unassigned"
173.060619889331,12430.5879855177,4.88781666666667,16.4852734573323,0.00115760162883665,"Unassigned"
173.060742443216,6061.2734422,4.02731666666667,8.03837680974923,0.000564457611956065,"Unassigned"
173.095367465067,6135.59615283012,5.86295,8.13694255822832,0.000571378933054087,"Unassigned"
173.095533177526,20879.4628472136,4.50606666666667,27.6900541695648,0.00194440522277211,"Unassigned"
174.184809114262,26230.0163032921,5.26076666666667,34.7858839866493,0.0024426768574808,"Unassigned"
174.185133425879,12261.7546548488,5.36656666666667,16.2613690347876,0.00114187898250553,"Unassigned"
174.18515283099,22318.7220035549,4.69385,29.5987797098126,0.00207843659326238,"Unassigned"
174.185312690525,7278.41097427574,6.35933333333333,9.65252773123643,0.000677803850387474,"Unassigned"
175.021875563161,4564.27295557808,7.68975,6.05307551776903,0.00042504906557823,"Unassigned"
175.119424451664,484287.707703624,1.39568333333333,642.255644127228,0.0450994144377102,"Unassigned"
175.119493363016,1492380.17244127,1.90965,1979.17389536666,0.138978278459093,"Unassigned"
175.119603062759,552845.768444491,1.04303333333333,733.176393840302,0.0514839010666591,"Unassigned"
175.254777815716,10632.273183019,1.39568333333333,14.1003732968493,0.00099013311109969,"Unassigned"
175.254857890121,14989.795581819,1.04303333333333,19.8792590924657,0.0013959284791402,"Unassigned"
175.254943707594,43800.7381525723,1.90965,58.087931714848,0.00407895474363225,"Unassigned"
175.356484900994,13114.8730011036,1.91846666666667,17.3927627585489,0.00122132584281218,"Unassigned"
175.356507895563,5683.22207295961,1.04303333333333,7.53701032490493,0.000529251483225351,"Unassigned"
176.013237120101,8209.0188156674,1.43976666666667,10.8866869491876,0.000764466939394867,"Unassigned"
176.144034514453,53658.6759719821,6.54448333333333,71.1613921873279,0.00499697767947521,"Unassigned"
177.055185901586,188495.965256824,3.66581666666667,249.980735946107,0.0175537341165724,"Unassigned"
177.055189807542,1254683.01309002,4.14456666666667,1663.9432179038,0.116842670782656,"Unassigned"
177.124179574905,18027.3148202406,5.26076666666667,23.9075749963978,0.00167879822127276,"Unassigned"
177.124628779212,4534.35833886599,4.13575,6.01340316780098,0.000422263259382072,"Unassigned"
177.128316915781,39536.5177407557,9.35521666666667,52.4327817208949,0.00368184814656794,"Unassigned"
177.190073889434,98595.4558078933,5.26076666666667,130.755926633325,0.00918172659025318,"Unassigned"
177.190454240574,46506.8975027535,4.13575,61.6768027287396,0.00433096651293158,"Unassigned"
177.225538213243,20799.7032976679,5.26076666666667,27.5842781606884,0.00193697759468429,"Unassigned"
177.226277118155,8428.52061240471,4.13575,11.1777871889997,0.000784908099357028,"Unassigned"
177.258050925418,21475.5710058368,5.25195,28.4806045455003,0.0019999179447921,"Unassigned"
177.259373827233,7563.13658695422,4.13575,10.030126891532,0.000704318994594017,"Unassigned"
177.293051904289,17273.1488342202,4.13575,22.9074105209724,0.00160856632437074,"Unassigned"
177.293464133334,37619.1716110434,5.25195,49.890023864429,0.00350329480658238,"Unassigned"
177.364740737147,19383.2760592275,5.25195,25.7058319934349,0.00180507245228415,"Unassigned"
177.365734303131,4902.48279278017,4.13575,6.50160471515953,0.000456544941629295,"Unassigned"
179.070839825225,8242.50882974766,0.80235,10.9311009415784,0.00076758570536911,"Unassigned"
179.070842527932,30396.6776432395,3.74516666666667,40.3116524919809,0.00283069824146949,"Unassigned"
179.070967846905,22683.8939843938,5.56055,30.0830657283098,0.00211244332571277,"Unassigned"
179.071444759575,63532.0561739901,4.5237,84.255332133527,0.00591643869107691,"Unassigned"
179.105857586512,8373.87506499368,4.05378333333333,11.1053170215912,0.000779819219026879,"Unassigned"
179.119571887631,158566.571130151,6.42103333333333,210.288788375702,0.0147665517699693,"Unassigned"
179.143661328207,15047.8294035001,6.12126666666667,19.9562227422385,0.00140133289336292,"Unassigned"
179.25394441458,6436.78546749576,4.85255,8.53637565185786,0.000599427263644027,"Unassigned"
180.99083524781,70097.6929528782,1.59226666666667,92.962588608248,0.00652786526546306,"Unassigned"
181.033838647906,13843.8753902803,4.34735,18.3595556206909,0.00128921437343679,"Unassigned"
181.033917770096,22361.9188155622,4.94955,29.656066723046,0.00208245930723202,"Unassigned"
181.034484045675,7280.80308353234,5.03771666666667,9.65570011336999,0.000678026616162916,"Unassigned"
181.087849974856,110090.549582918,4.25036666666667,146.000560637745,0.0102522100857324,"Unassigned"
181.101797703145,67022.3230440725,6.7499,88.8840756699881,0.00624147067014252,"Unassigned"
181.101865750685,19817.9318750724,9.8516,26.2822665106412,0.0018455498843245,"Unassigned"
181.101922649678,27936.8754105093,6.37696666666667,37.0494968719284,0.00260162854062011,"Unassigned"
181.101970501208,66730.7015472331,7.93663333333333,88.4973312837181,0.00621431334499118,"Unassigned"
181.102089594368,115339.143128295,5.31366666666667,152.961172634759,0.0107409866781437,"Unassigned"
181.103495818392,111057.621876398,5.65133333333333,147.283078506538,0.0103422689360007,"Unassigned"
181.121548738853,33399.6809555276,4.59685,44.2941938531796,0.00311035367931013,"Unassigned"
181.145756481401,8834.45776168172,1.4574,11.7161354087394,0.000822711098358833,"Unassigned"
181.145872698445,19289.618685233,2.406,25.5816248824443,0.00179635058580326,"Unassigned"
181.145939592634,8842.40783211917,1.07828333333333,11.7266786819393,0.000823451450665456,"Unassigned"
181.151720085997,8970.09754800127,7.52841666666667,11.8960190129404,0.000835342587533882,"Unassigned"
181.159260560417,13151.5732920656,8.16848333333333,17.4414341756353,0.00122474356662749,"Unassigned"
181.238712536247,8289.10030251009,4.64093333333333,10.9928899068441,0.000771924547974346,"Unassigned"
183.13425512522,6503.61035021946,5.28721666666667,8.62499788491215,0.000605650347634736,"Unassigned"
183.255407740458,6951.43136682721,7.93663333333333,9.21889190885697,0.000647353792303353,"Unassigned"
184.066209129634,37804.4805690828,2.07978333333333,50.1357780355858,0.00352055174985122,"Unassigned"
184.070657364174,11002.5010990075,1.97136666666667,14.5913644264498,0.00102461067878099,"Unassigned"
184.890416255327,5201.17619389308,13.4760166666667,6.89772776283706,0.000484360839642639,"Unassigned"
184.986574543444,13661.4165122659,0.837616666666667,18.1175811861517,0.00127222284458625,"Unassigned"
185.060379831668,79187.0625581742,4.17983333333333,105.016784570068,0.00737431509329482,"Unassigned"
185.096684320634,100259.633541778,4.91426666666667,132.962936072996,0.00933670355977892,"Unassigned"
185.11627447271,22040.5501584661,4.36498333333333,29.2298720652376,0.00205253177030899,"Unassigned"
185.13125403999,22089.6205248217,7.93663333333333,29.2949485048209,0.00205710146050281,"Unassigned"
185.131863844,35276.9472880864,5.61606666666667,46.783798438299,0.00328517457811734,"Unassigned"
185.152447728629,15071.3405153617,6.2447,19.9874028528476,0.00140352237156125,"Unassigned"
185.152924176815,10701.6128717158,6.15653333333333,14.1923306307216,0.000996590387028388,"Unassigned"
188.071249474638,265421.702601489,2.17676666666667,351.998582367465,0.0247174627312921,"Unassigned"
188.958643244879,559488.888360373,9.78105,741.986407377132,0.0521025432776423,"Unassigned"
188.959010887531,8249.65765051696,4.43551666666667,10.9405816085764,0.000768251441099105,"Unassigned"
190.958323056036,484041.880168921,9.76341666666667,641.929631058688,0.0450765216867868,"Unassigned"
190.958420037022,8006.13422144423,4.43551666666667,10.6176242129803,0.000745573260591239,"Unassigned"
191.105947876217,143218.484389049,8.96463333333333,189.934368514895,0.0133372573366147,"Unassigned"
191.108858263338,81672.9446032304,6.0393,108.313526875674,0.00760581348321857,"Unassigned"
191.112498929772,32415.0331155467,4.64975,42.9883675382725,0.00301865810185874,"Unassigned"
193.102308544126,57704.7546539525,7.93663333333333,76.5272456433249,0.00537376977314826,"Unassigned"
193.105523814502,4593.21021411042,7.07613333333333,6.09145170886851,0.000427743855048377,"Unassigned"
193.135879611522,172304.575503587,6.6441,228.507939321576,0.0160459068783667,"Unassigned"
193.168383493732,18388.6034572759,5.8894,24.3867109781786,0.00171244331635591,"Unassigned"
193.170965311626,5237.29010668044,3.1959,6.94562153331739,0.00048772395684313,"Unassigned"
193.171289969613,7836.1624090005,2.82298333333333,10.3922099516889,0.000729744592858835,"Unassigned"
193.171296018368,10085.7684127354,1.84793333333333,13.3756062468627,0.000939239717079685,"Unassigned"
193.274941167467,16268.4181585598,5.45475,21.5749506278016,0.00151500052780169,"Unassigned"
193.276488458944,7799.74536635417,7.06731666666667,10.343914174592,0.000726353246614078,"Unassigned"
194.154667218241,6525.07944598852,7.5725,8.6534699020884,0.000607649662571477,"Unassigned"
195.047333007253,588035.089392489,6.56211666666667,779.843983441167,0.0547609154198431,"Unassigned"
195.067561215055,7261.61119585502,1.87438333333333,9.63024809799536,0.000676239366801776,"Unassigned"
195.098256229167,12606.1005802658,4.07403333333333,16.7180358273022,0.00117394628331305,"Unassigned"
195.102582874185,168665.429799287,7.42263333333333,223.681754739129,0.0157070105204647,"Unassigned"
