"exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag","SNR","n_abundance"
335.12664578313,8552172.01540284,8.70895,"C15H19N4O3P","N4O3P","CHNOP",15,19,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334.11936933097,335.12675344476,-0.322225049081077,0.32,335,334.752440376566,0.247559623433972,9,0.2,1.26666666666667,6,25.7014982302,23,0.9,32,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous",11341.7719654384,0.796423167323671
427.377840460571,8056351.4248072,12.4480333333333,"C26H50O4","O4","CHO",26,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426.370564008411,427.37818653636,-0.811678427731255,0.81,427,426.900626545896,0.0993734541036133,2,0.153846153846154,1.92307692307692,-2,32.7977623141692,30,0.9,54,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous",10684.2215719037,0.750249750269469
766.691686627156,8008244.80036272,11.3319,"C47H91NO6","NO6","CHNO",47,91,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,765.684410174996,766.69191609626,-0.29969149226272,0.3,766,765.835591840563,0.164408159436789,3,0.127659574468085,1.93617021276596,-3,58.8988184341615,54,0.9,96,0.9,0,0,0,0,0,0,0,0,0,"Unambiguous",10620.4232334824,0.745769808783222
740.674928251009,7740285.27126481,11.4024333333333,"C45H89NO6","NO6","CHNO",45,89,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,739.667651798849,740.67626603246,-1.80862506024749,1.81,740,739.847884009241,0.15211599075883,2,0.133333333333333,1.97777777777778,-4,56.8976145831,52,0.9,92,1,0,0,0,0,0,0,0,0,0,"Unambiguous",10265.059020798,0.720816010321924
319.132757096062,7610519.58840625,8.3272,"C21H18O3","O3","CHO",21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.125480643902,319.13287089326,-0.357711674451075,0.36,319,318.776410608489,0.223589391511496,13,0.142857142857143,0.857142857142857,10,24.4711995723923,24,1,44,0.4,320.135578011552,16145.1121096241,3.4604,0,0,0,0,0,0,"Unambiguous",10092.9655711725,0.708731548507311
375.107783286847,4581474.21434792,6.6,"C19H18O8","O8","CHO",19,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374.100506834687,375.10744400476,0.906927631633748,0.91,375,374.688934584971,0.311065415028679,11,0.421052631578947,0.947368421052632,3,28.7769359655846,27,0.9,40,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous",6075.88758868325,0.426650937122296
595.165399035257,4237137.1073919,3.71871666666667,"C21H31N4O14P","N4O14P","CHNOP",21,31,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,594.158122583097,595.16471467286,1.15181863302627,1.15,595,594.500832033733,0.499167966266896,9,0.666666666666667,1.47619047619048,-5,45.7044183246692,40,0.9,44,0.7,596.169879908376,34060.4976764312,5.02008333333333,0,0,0,0,0,0,"Unambiguous",5619.23249108931,0.394584457536167
420.331629054994,3617003.3175582,10.2157166666667,"C22H45NO6","NO6","CHNO",22,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,419.324352602834,420.33196462886,-0.800272781437721,0.8,420,419.862283002923,0.137716997077121,1,0.272727272727273,2.04545454545455,-5,32.2557452443615,29,0.9,46,1,0,0,0,0,0,0,0,0,0,"Unambiguous",4796.81965611716,0.336834342574228
607.29044687037,3385100.29119919,11.14675,"C35H42O9","O9","CHO",35,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,606.28317041821,607.29015939266,0.474164093848499,0.47,607,606.612340932114,0.387659067886148,15,0.257142857142857,1.2,6,46.6371448415769,44,0.9,72,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous",4489.27307750276,0.315238314988236
331.082150778352,3263160.37550244,5.74831666666667,"C18H10N4O3","N4O3","CHNO",18,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330.074874326192,331.08256666766,-1.2599847507955,1.26,331,330.712461491042,0.287538508957937,16,0.166666666666667,0.555555555555556,13,25.3904069396538,25,1,38,0.3,332.085298993327,117422.43370194,5.90703333333333,0,0,0,0,0,0,"Unambiguous",4327.55805179625,0.303882629706477
